dt,main_weather,weather_desc,icon_code,sunrise,sunset,temp,visibility,wind_speed,wind_deg,timestamp
1677783770,Clouds,"broken clouds",NULL,1677741090,1677780204,279.7,10000,1.79,89,1677783770
1678113902,Rain,"light rain",NULL,1678086131,1678126256,278.81,10000,3.09,290,1678113903
1678114202,Rain,"light rain",NULL,1678086131,1678126256,278.56,10000,3.09,290,1678114202
1678114501,Rain,"light rain",NULL,1678086131,1678126256,278.56,10000,3.09,290,1678114502
1678114804,Rain,"light rain",NULL,1678086131,1678126256,278.45,10000,3.09,290,1678114804
1678115101,Rain,"light rain",NULL,1678086131,1678126256,278.3,10000,3.09,290,1678115102
1678115402,Rain,"light rain",NULL,1678086131,1678126256,278.3,10000,3.09,290,1678115402
1678115703,Rain,"light rain",NULL,1678086131,1678126256,278.3,10000,3.09,290,1678115703
1678116002,Rain,"light rain",NULL,1678086131,1678126256,278.66,10000,4.63,310,1678116002
1678116302,Rain,"light rain",NULL,1678086131,1678126256,278.66,10000,4.63,310,1678116303
1678116602,Rain,"light rain",NULL,1678086131,1678126256,278.66,10000,4.63,310,1678116602
1678116902,Rain,"light rain",NULL,1678086131,1678126256,278.81,10000,4.63,310,1678116902
1678117202,Rain,"light rain",NULL,1678086131,1678126256,278.81,10000,4.63,310,1678117203
1678117502,Rain,"light rain",NULL,1678086131,1678126256,278.75,10000,3.6,340,1678117502
1678117802,Rain,"light rain",NULL,1678086131,1678126256,278.5,10000,3.6,340,1678117802
1678118102,Rain,"light rain",NULL,1678086131,1678126256,278.5,10000,3.6,340,1678118102
1678118403,Rain,"light rain",NULL,1678086131,1678126256,278.5,10000,3.6,340,1678118404
1678118701,Rain,"light rain",NULL,1678086131,1678126256,278.5,10000,3.6,340,1678118702
1678119002,Rain,"light rain",NULL,1678086131,1678126256,278.5,10000,3.6,340,1678119002
1678119301,Rain,"moderate rain",NULL,1678086131,1678126256,278.5,10000,3.6,340,1678119302
1678119602,Rain,"moderate rain",NULL,1678086131,1678126256,278.5,10000,3.09,320,1678119603
1678119902,Rain,"moderate rain",NULL,1678086131,1678126256,278.5,10000,3.09,320,1678119903
1678120202,Rain,"light rain",NULL,1678086131,1678126256,278.5,10000,3.09,320,1678120202
1678120502,Rain,"light rain",NULL,1678086131,1678126256,278.5,10000,3.09,320,1678120502
1678120802,Rain,"light rain",NULL,1678086131,1678126256,278.5,10000,3.09,320,1678120803
1678121102,Rain,"light rain",NULL,1678086131,1678126256,278.5,10000,2.57,300,1678121103
1678121402,Rain,"light rain",NULL,1678086131,1678126256,278.24,10000,2.57,300,1678121402
1678121702,Rain,"light rain",NULL,1678086131,1678126256,278.24,10000,2.57,300,1678121702
1678122004,Rain,"light rain",NULL,1678086131,1678126256,278.24,10000,2.57,300,1678122005
1678122302,Rain,"moderate rain",NULL,1678086131,1678126256,278.5,10000,2.57,300,1678122302
1678122602,Rain,"moderate rain",NULL,1678086131,1678126256,278.5,10000,2.57,300,1678122603
1678122901,Rain,"moderate rain",NULL,1678086131,1678126256,278.5,10000,2.57,300,1678122902
1678123201,Rain,"moderate rain",NULL,1678086131,1678126256,278.45,10000,2.06,330,1678123202
1678123502,Rain,"light rain",NULL,1678086131,1678126256,278.4,10000,2.06,330,1678123503
1678123803,Rain,"light rain",NULL,1678086131,1678126256,278.4,10000,2.06,330,1678123803
1678124102,Rain,"light rain",NULL,1678086131,1678126256,278.31,10000,2.06,330,1678124102
1678124402,Rain,"moderate rain",NULL,1678086131,1678126256,278.31,10000,2.06,330,1678124402
1678124702,Rain,"moderate rain",NULL,1678086131,1678126256,278.12,10000,3.09,350,1678124702
1678125002,Rain,"moderate rain",NULL,1678086131,1678126256,277.99,10000,3.09,350,1678125002
1678125302,Rain,"light rain",NULL,1678086131,1678126256,277.99,10000,3.09,350,1678125302
1678125610,Rain,"light rain",NULL,1678086131,1678126256,277.93,10000,3.09,350,1678125603
1678125902,Rain,"light rain",NULL,1678086131,1678126256,277.83,10000,3.09,350,1678125902
1678126205,Clouds,"broken clouds",NULL,1678086131,1678126256,277.83,10000,3.09,350,1678126202
1678126502,Clouds,"broken clouds",NULL,1678086131,1678126256,277.81,10000,4.12,10,1678126502
1678126802,Clouds,"broken clouds",NULL,1678086131,1678126256,277.7,10000,4.12,10,1678126802
1678127102,Clouds,"broken clouds",NULL,1678086131,1678126256,277.7,10000,4.12,10,1678127102
1678127401,Clouds,"broken clouds",NULL,1678086131,1678126256,277.7,10000,4.12,10,1678127402
1678127702,Clouds,"broken clouds",NULL,1678086131,1678126256,277.7,10000,4.12,10,1678127702
1678128001,Rain,"light rain",NULL,1678086131,1678126256,277.7,10000,4.12,10,1678128002
1678128302,Rain,"light rain",NULL,1678086131,1678126256,277.61,10000,3.6,10,1678128303
1678128601,Rain,"light rain",NULL,1678086131,1678126256,277.58,10000,3.6,10,1678128602
1678128902,Rain,"light rain",NULL,1678086131,1678126256,277.47,10000,3.6,10,1678128903
1678129202,Rain,"light rain",NULL,1678086131,1678126256,277.39,10000,3.6,10,1678129203
1678129502,Rain,"light rain",NULL,1678086131,1678126256,277.34,10000,3.6,10,1678129502
1678129802,Rain,"light rain",NULL,1678086131,1678126256,277.34,10000,3.6,10,1678129803
1678130102,Rain,"light rain",NULL,1678086131,1678126256,277.34,10000,3.6,10,1678130102
1678130402,Rain,"moderate rain",NULL,1678086131,1678126256,277.24,10000,3.6,350,1678130402
1678130702,Rain,"moderate rain",NULL,1678086131,1678126256,277.24,10000,3.6,350,1678130703
1678131004,Rain,"light rain",NULL,1678086131,1678126256,277.24,10000,3.6,350,1678131003
1678131301,Rain,"light rain",NULL,1678086131,1678126256,276.91,10000,3.6,350,1678131302
1678131602,Rain,"light rain",NULL,1678086131,1678126256,276.91,10000,3.6,350,1678131602
1678131902,Rain,"light rain",NULL,1678086131,1678126256,276.91,10000,4.63,350,1678131902
1678132202,Clouds,"broken clouds",NULL,1678086131,1678126256,276.91,10000,4.63,350,1678132202
1678132502,Clouds,"broken clouds",NULL,1678086131,1678126256,276.86,10000,4.63,350,1678132503
1678132803,Rain,"light rain",NULL,1678086131,1678126256,276.79,10000,4.63,350,1678132802
1678133102,Rain,"light rain",NULL,1678086131,1678126256,276.64,10000,4.63,350,1678133102
1678133403,Rain,"light rain",NULL,1678086131,1678126256,276.7,10000,4.63,350,1678133402
1678133702,Rain,"light rain",NULL,1678086131,1678126256,276.64,10000,5.14,20,1678133702
1678134002,Rain,"light rain",NULL,1678086131,1678126256,276.53,10000,5.14,20,1678134003
1678134302,Rain,"light rain",NULL,1678086131,1678126256,276.53,10000,5.14,20,1678134303
1678134601,Rain,"light rain",NULL,1678086131,1678126256,276.53,10000,5.14,20,1678134604
1678134901,Rain,"light rain",NULL,1678086131,1678126256,276.39,10000,5.14,20,1678134902
1678135202,Rain,"light rain",NULL,1678086131,1678126256,276.39,10000,5.14,20,1678135202
1678135502,Rain,"light rain",NULL,1678086131,1678126256,276.39,10000,5.14,350,1678135503
1678135801,Rain,"light rain",NULL,1678086131,1678126256,276.39,10000,5.14,350,1678135802
1678136101,Rain,"light rain",NULL,1678086131,1678126256,276.39,10000,5.14,350,1678136102
1678136403,Clouds,"broken clouds",NULL,1678086131,1678126256,276.38,10000,5.14,350,1678136404
1678136702,Clouds,"broken clouds",NULL,1678086131,1678126256,276.38,10000,5.14,350,1678136702
1678137001,Clouds,"broken clouds",NULL,1678086131,1678126256,276.38,10000,5.14,350,1678137002
1678137301,Clouds,"broken clouds",NULL,1678086131,1678126256,276.37,10000,5.14,350,1678137302
1678137602,Drizzle,"light intensity drizzle",NULL,1678086131,1678126256,276.37,10000,2.57,340,1678137603
1678137901,Drizzle,"light intensity drizzle",NULL,1678086131,1678126256,276.37,10000,2.57,340,1678137902
1678138202,Drizzle,"light intensity drizzle",NULL,1678086131,1678126256,276.37,10000,2.57,340,1678138203
1678138502,Drizzle,"light intensity drizzle",NULL,1678086131,1678126256,276.52,10000,2.57,340,1678138502
1678138802,Drizzle,"light intensity drizzle",NULL,1678086131,1678126256,276.52,10000,2.57,340,1678138802
1678139102,Drizzle,"light intensity drizzle",NULL,1678086131,1678126256,276.52,10000,4.12,330,1678139103
1678139402,Drizzle,"light intensity drizzle",NULL,1678086131,1678126256,276.52,10000,4.12,330,1678139402
1678139702,Drizzle,"light intensity drizzle",NULL,1678086131,1678126256,276.52,10000,4.12,330,1678139703
1678140001,Rain,"light rain",NULL,1678086131,1678126256,276.51,10000,4.12,330,1678140002
1678140301,Rain,"light rain",NULL,1678086131,1678126256,276.51,10000,4.12,330,1678140302
1678140601,Rain,"light rain",NULL,1678086131,1678126256,276.51,10000,4.12,330,1678140603
1678140902,Rain,"light rain",NULL,1678086131,1678126256,276.51,10000,4.12,330,1678140903
1678141202,Rain,"light rain",NULL,1678086131,1678126256,276.52,10000,4.12,340,1678141202
1678141502,Rain,"light rain",NULL,1678086131,1678126256,276.52,10000,4.12,340,1678141502
1678141801,Rain,"light rain",NULL,1678086131,1678126256,276.52,10000,4.12,340,1678141803
1678142102,Rain,"light rain",NULL,1678086131,1678126256,276.35,10000,4.12,340,1678142102
1678142402,Rain,"light rain",NULL,1678086131,1678126256,276.35,10000,4.12,340,1678142402
1678142702,Rain,"light rain",NULL,1678086131,1678126256,276.49,10000,3.09,360,1678142703
1678143002,Rain,"light rain",NULL,1678086131,1678126256,276.07,10000,4.12,330,1678143002
1678143302,Rain,"light rain",NULL,1678086131,1678126256,275.96,10000,4.12,330,1678143302
1678143604,Clouds,"broken clouds",NULL,1678086131,1678126256,275.91,10000,4.12,330,1678143604
1678143902,Rain,"light rain",NULL,1678086131,1678126256,275.86,10000,4.12,330,1678143902
1678144202,Rain,"light rain",NULL,1678086131,1678126256,275.86,10000,4.12,330,1678144202
1678144502,Rain,"light rain",NULL,1678086131,1678126256,275.86,10000,4.12,330,1678144503
1678144801,Rain,"light rain",NULL,1678086131,1678126256,275.92,10000,3.6,310,1678144802
1678145101,Rain,"light rain",NULL,1678086131,1678126256,275.92,10000,3.6,310,1678145103
1678145403,Rain,"light rain",NULL,1678086131,1678126256,275.92,10000,3.6,310,1678145403
1678145702,Rain,"light rain",NULL,1678086131,1678126256,275.92,10000,3.6,310,1678145703
1678146002,Rain,"light rain",NULL,1678086131,1678126256,275.92,10000,3.6,310,1678146002
1678146301,Rain,"light rain",NULL,1678086131,1678126256,275.89,10000,3.6,310,1678146302
1678146602,Rain,"light rain",NULL,1678086131,1678126256,275.72,10000,4.12,290,1678146602
1678146902,Rain,"light rain",NULL,1678086131,1678126256,275.72,10000,4.12,290,1678146903
1678147204,Rain,"light rain",NULL,1678172389,1678212769,275.62,10000,4.12,290,1678147204
1678147502,Rain,"light rain",NULL,1678172389,1678212769,275.82,10000,4.12,290,1678147502
1678147803,Rain,"light rain",NULL,1678172389,1678212769,275.82,10000,3.09,310,1678147803
1678148102,Rain,"light rain",NULL,1678172389,1678212769,275.92,10000,3.09,310,1678148102
1678148402,Rain,"light rain",NULL,1678172389,1678212769,275.89,10000,3.09,310,1678148402
1678148701,Rain,"light rain",NULL,1678172389,1678212769,275.89,10000,3.09,310,1678148702
1678149002,Rain,"light rain",NULL,1678172389,1678212769,275.89,10000,3.09,310,1678149002
1678149302,Rain,"light rain",NULL,1678172389,1678212769,275.89,10000,3.09,310,1678149302
1678149602,Rain,"light rain",NULL,1678172389,1678212769,275.76,10000,3.09,300,1678149603
1678149902,Rain,"light rain",NULL,1678172389,1678212769,275.64,10000,3.09,300,1678149903
1678150202,Rain,"light rain",NULL,1678172389,1678212769,275.64,10000,3.09,300,1678150202
1678150502,Rain,"light rain",NULL,1678172389,1678212769,275.65,10000,3.09,300,1678150502
1678150803,Clouds,"broken clouds",NULL,1678172389,1678212769,275.57,10000,3.09,300,1678150804
1678151101,Clouds,"broken clouds",NULL,1678172389,1678212769,275.51,10000,3.09,300,1678151102
1678151402,Clouds,"broken clouds",NULL,1678172389,1678212769,275.51,10000,3.09,290,1678151402
1678151702,Clouds,"broken clouds",NULL,1678172389,1678212769,275.51,10000,3.09,290,1678151702
1678152002,Clouds,"broken clouds",NULL,1678172389,1678212769,275.42,10000,3.09,290,1678152003
1678152301,Rain,"light rain",NULL,1678172389,1678212769,275.43,10000,3.09,290,1678152302
1678152603,Rain,"light rain",NULL,1678172389,1678212769,275.43,10000,3.09,290,1678152604
1678152902,Rain,"light rain",NULL,1678172389,1678212769,275.47,10000,3.09,290,1678152902
1678153202,Rain,"light rain",NULL,1678172389,1678212769,275.47,10000,4.12,310,1678153203
1678153502,Rain,"light rain",NULL,1678172389,1678212769,275.47,10000,4.12,310,1678153502
1678153802,Rain,"light rain",NULL,1678172389,1678212769,275.47,10000,4.12,310,1678153802
1678154101,Clouds,"broken clouds",NULL,1678172389,1678212769,275.47,10000,4.12,310,1678154102
1678154403,Clouds,"broken clouds",NULL,1678172389,1678212769,275.46,10000,4.12,310,1678154404
1678154702,Clouds,"broken clouds",NULL,1678172389,1678212769,275.29,10000,4.12,310,1678154703
1678155001,Clouds,"broken clouds",NULL,1678172389,1678212769,275.29,10000,5.14,310,1678155002
1678155302,Clouds,"broken clouds",NULL,1678172389,1678212769,275.15,10000,5.14,310,1678155302
1678155602,Clouds,"broken clouds",NULL,1678172389,1678212769,275.15,10000,5.14,310,1678155603
1678155901,Clouds,"broken clouds",NULL,1678172389,1678212769,275.18,10000,5.14,310,1678155902
1678156202,Clouds,"broken clouds",NULL,1678172389,1678212769,275.18,10000,5.14,310,1678156202
1678156502,Clouds,"broken clouds",NULL,1678172389,1678212769,275.18,10000,5.14,310,1678156502
1678156802,Clouds,"broken clouds",NULL,1678172389,1678212769,275.07,10000,4.63,310,1678156802
1678157102,Clouds,"broken clouds",NULL,1678172389,1678212769,275.01,10000,4.63,310,1678157102
1678157402,Clear,"clear sky",NULL,1678172389,1678212769,274.98,10000,2.06,300,1678157403
1678157701,Clear,"clear sky",NULL,1678172389,1678212769,274.98,10000,2.06,300,1678157702
1678158003,Clouds,"overcast clouds",NULL,1678172389,1678212769,274.93,10000,1.79,309,1678158003
1678158302,Clouds,"overcast clouds",NULL,1678172389,1678212769,274.93,10000,1.79,301,1678158302
1678158602,Clouds,"overcast clouds",NULL,1678172389,1678212769,274.93,10000,1.79,301,1678158603
1678158902,Clouds,"overcast clouds",NULL,1678172389,1678212769,274.93,10000,1.79,301,1678158903
1678159202,Clouds,"broken clouds",NULL,1678172389,1678212769,274.54,10000,4.63,310,1678159202
1678159501,Clouds,"broken clouds",NULL,1678172389,1678212769,274.54,10000,4.63,310,1678159502
1678159803,Clouds,"broken clouds",NULL,1678172389,1678212769,274.54,10000,4.63,310,1678159803
1678160102,Clouds,"broken clouds",NULL,1678172389,1678212769,274.43,10000,4.63,310,1678160102
1678160402,Clouds,"broken clouds",NULL,1678172389,1678212769,274.39,10000,4.63,310,1678160402
1678160701,Clouds,"broken clouds",NULL,1678172389,1678212769,274.37,10000,4.63,310,1678160702
1678161002,Clouds,"broken clouds",NULL,1678172389,1678212769,274.24,10000,4.63,310,1678161002
1678161302,Clouds,"broken clouds",NULL,1678172389,1678212769,274.24,10000,4.63,310,1678161303
1678161604,Clouds,"broken clouds",NULL,1678172389,1678212769,274.21,10000,4.63,310,1678161604
1678161902,Clouds,"broken clouds",NULL,1678172389,1678212769,274.21,10000,4.63,310,1678161903
1678162202,Clouds,"broken clouds",NULL,1678172389,1678212769,274.09,10000,4.63,300,1678162202
1678162502,Clouds,"overcast clouds",NULL,1678172389,1678212769,274.44,10000,2.24,260,1678162502
1678162801,Clear,"clear sky",NULL,1678172389,1678212769,274.1,10000,2.57,310,1678162802
1678163102,Clear,"clear sky",NULL,1678172389,1678212769,274.03,10000,2.57,310,1678163102
1678163403,Clear,"clear sky",NULL,1678172389,1678212769,274.03,10000,2.57,310,1678163403
1678163701,Clear,"clear sky",NULL,1678172389,1678212769,273.92,10000,2.57,310,1678163702
1678164002,Clear,"clear sky",NULL,1678172389,1678212769,273.92,10000,2.57,310,1678164002
1678164302,Clear,"clear sky",NULL,1678172389,1678212769,273.92,10000,2.57,310,1678164302
1678164602,Clear,"clear sky",NULL,1678172389,1678212769,273.92,10000,2.57,310,1678164602
1678164901,Clear,"clear sky",NULL,1678172389,1678212769,273.92,10000,2.68,279,1678164902
1678165204,Clouds,"overcast clouds",NULL,1678172389,1678212769,273.95,10000,2.68,279,1678165204
1678165501,Clouds,"broken clouds",NULL,1678172389,1678212769,273.63,10000,3.6,290,1678165502
1678165803,Clouds,"broken clouds",NULL,1678172389,1678212769,273.63,10000,3.6,290,1678165803
1678166102,Clouds,"broken clouds",NULL,1678172389,1678212769,273.63,10000,3.6,290,1678166102
1678166402,Clouds,"broken clouds",NULL,1678172389,1678212769,273.5,10000,2.68,274,1678166402
1678166702,Clouds,"broken clouds",NULL,1678172389,1678212769,273.43,10000,2.24,265,1678166702
1678167002,Clouds,"broken clouds",NULL,1678172389,1678212769,273.43,10000,2.24,265,1678167003
1678167301,Clouds,"broken clouds",NULL,1678172389,1678212769,273.04,10000,4.63,300,1678167302
1678167601,Clouds,"broken clouds",NULL,1678172389,1678212769,273.04,10000,4.63,300,1678167602
1678167902,Clouds,"broken clouds",NULL,1678172389,1678212769,273.04,10000,4.12,300,1678167903
1678168201,Clouds,"broken clouds",NULL,1678172389,1678212769,272.93,10000,4.12,300,1678168202
1678168502,Clouds,"broken clouds",NULL,1678172389,1678212769,272.93,10000,4.12,300,1678168502
1678168802,Clouds,"broken clouds",NULL,1678172389,1678212769,272.96,10000,4.12,300,1678168802
1678169102,Clouds,"broken clouds",NULL,1678172389,1678212769,272.89,10000,4.12,300,1678169102
1678169402,Clouds,"broken clouds",NULL,1678172389,1678212769,272.89,10000,4.12,300,1678169403
1678169702,Clouds,"broken clouds",NULL,1678172389,1678212769,272.63,10000,3.09,300,1678169702
1678170002,Clouds,"broken clouds",NULL,1678172389,1678212769,272.51,10000,3.09,300,1678170002
1678170302,Clouds,"broken clouds",NULL,1678172389,1678212769,272.51,10000,3.09,300,1678170302
1678170602,Clouds,"broken clouds",NULL,1678172389,1678212769,272.51,10000,3.09,300,1678170602
1678170902,Clouds,"broken clouds",NULL,1678172389,1678212769,272.45,10000,3.09,300,1678170902
1678171203,Clouds,"broken clouds",NULL,1678172389,1678212769,272.45,10000,3.09,300,1678171203
1678171501,Clouds,"broken clouds",NULL,1678172389,1678212769,272.45,10000,4.63,300,1678171502
1678171802,Clouds,"broken clouds",NULL,1678172389,1678212769,272.45,10000,4.63,300,1678171803
1678172102,Clouds,"broken clouds",NULL,1678172389,1678212769,272.45,10000,4.63,300,1678172102
1678172405,Clouds,"broken clouds",NULL,1678172389,1678212769,272.47,10000,4.63,300,1678172405
1678172702,Clouds,"broken clouds",NULL,1678172389,1678212769,272.51,10000,4.63,300,1678172703
1678173002,Clouds,"broken clouds",NULL,1678172389,1678212769,272.51,10000,4.63,300,1678173002
1678173302,Clouds,"broken clouds",NULL,1678172389,1678212769,272.51,10000,4.63,300,1678173303
1678173603,Clouds,"broken clouds",NULL,1678172389,1678212769,272.64,10000,3.6,300,1678173603
1678173902,Clouds,"broken clouds",NULL,1678172389,1678212769,272.64,10000,3.6,300,1678173903
1678174202,Clouds,"broken clouds",NULL,1678172389,1678212769,272.64,10000,3.6,300,1678174202
1678174502,Clouds,"broken clouds",NULL,1678172389,1678212769,272.64,10000,3.6,300,1678174502
1678174802,Clouds,"broken clouds",NULL,1678172389,1678212769,272.64,10000,3.6,300,1678174802
1678175102,Clouds,"broken clouds",NULL,1678172389,1678212769,272.64,10000,4.12,290,1678175102
1678175402,Clouds,"broken clouds",NULL,1678172389,1678212769,272.64,10000,4.12,290,1678175403
1678175702,Clouds,"broken clouds",NULL,1678172389,1678212769,272.64,10000,4.12,290,1678175702
1678176005,Clouds,"broken clouds",NULL,1678172389,1678212769,272.39,10000,4.12,290,1678176005
1678176302,Clouds,"broken clouds",NULL,1678172389,1678212769,272.68,10000,4.12,290,1678176303
1678176602,Clouds,"broken clouds",NULL,1678172389,1678212769,272.68,10000,4.12,290,1678176603
1678176902,Clouds,"scattered clouds",NULL,1678172389,1678212769,272.64,10000,3.6,290,1678176902
1678177202,Clouds,"scattered clouds",NULL,1678172389,1678212769,272.89,10000,3.6,290,1678177203
1678177502,Clouds,"scattered clouds",NULL,1678172389,1678212769,272.89,10000,3.6,290,1678177502
1678177803,Clouds,"scattered clouds",NULL,1678172389,1678212769,272.89,10000,3.6,290,1678177803
1678178102,Clouds,"scattered clouds",NULL,1678172389,1678212769,272.63,10000,3.6,290,1678178102
1678178401,Clouds,"scattered clouds",NULL,1678172389,1678212769,272.63,10000,3.6,290,1678178402
1678178702,Clouds,"few clouds",NULL,1678172389,1678212769,273.19,10000,4.12,300,1678178702
1678179002,Clouds,"few clouds",NULL,1678172389,1678212769,273.19,10000,4.12,300,1678179003
1678179303,Clouds,"few clouds",NULL,1678172389,1678212769,273.19,10000,4.12,300,1678179302
1678179602,Clouds,"few clouds",NULL,1678172389,1678212769,273.19,10000,4.12,300,1678179602
1678179902,Clouds,"few clouds",NULL,1678172389,1678212769,273.46,10000,4.12,300,1678179902
1678180202,Clouds,"few clouds",NULL,1678172389,1678212769,273.46,10000,4.12,300,1678180202
1678180502,Clouds,"few clouds",NULL,1678172389,1678212769,273.46,10000,4.12,300,1678180503
1678180802,Clouds,"few clouds",NULL,1678172389,1678212769,273.68,10000,4.12,310,1678180802
1678181101,Clouds,"few clouds",NULL,1678172389,1678212769,273.74,10000,4.12,310,1678181102
1678181402,Clouds,"few clouds",NULL,1678172389,1678212769,273.74,10000,4.12,310,1678181403
1678181702,Clouds,"few clouds",NULL,1678172389,1678212769,273.83,10000,4.12,310,1678181703
1678182001,Clouds,"few clouds",NULL,1678172389,1678212769,273.88,10000,4.12,310,1678182002
1678182302,Clouds,"few clouds",NULL,1678172389,1678212769,274.01,10000,3.6,320,1678182302
1678182601,Clouds,"few clouds",NULL,1678172389,1678212769,274.3,10000,3.6,320,1678182603
1678182901,Clouds,"few clouds",NULL,1678172389,1678212769,274.36,10000,3.6,320,1678182902
1678183204,Clouds,"few clouds",NULL,1678172389,1678212769,274.36,10000,3.6,320,1678183204
1678183502,Clouds,"few clouds",NULL,1678172389,1678212769,274.65,10000,3.6,320,1678183502
1678183802,Clouds,"few clouds",NULL,1678172389,1678212769,274.7,10000,3.6,320,1678183802
1678184103,Clouds,"few clouds",NULL,1678172389,1678212769,274.7,10000,3.6,320,1678184103
1678184402,Clouds,"few clouds",NULL,1678172389,1678212769,275.21,10000,4.12,340,1678184402
1678184702,Clouds,"few clouds",NULL,1678172389,1678212769,275.21,10000,4.12,340,1678184702
1678185003,Clouds,"few clouds",NULL,1678172389,1678212769,275.21,10000,4.12,340,1678185003
1678185303,Clouds,"few clouds",NULL,1678172389,1678212769,275.44,10000,4.12,340,1678185303
1678185601,Clouds,"few clouds",NULL,1678172389,1678212769,275.44,10000,4.12,340,1678185602
1678185902,Clouds,"few clouds",NULL,1678172389,1678212769,276.02,10000,3.6,350,1678185903
1678186204,Clouds,"few clouds",NULL,1678172389,1678212769,276.22,10000,3.6,350,1678186202
1678186501,Clouds,"few clouds",NULL,1678172389,1678212769,276.16,10000,3.6,350,1678186502
1678186804,Clouds,"few clouds",NULL,1678172389,1678212769,276.16,10000,3.6,350,1678186804
1678187101,Clouds,"few clouds",NULL,1678172389,1678212769,276.46,10000,3.6,350,1678187102
1678187402,Clouds,"few clouds",NULL,1678172389,1678212769,276.62,10000,3.6,350,1678187402
1678187703,Clouds,"few clouds",NULL,1678172389,1678212769,276.62,10000,3.6,350,1678187702
1678188002,Clouds,"few clouds",NULL,1678172389,1678212769,276.96,10000,4.12,350,1678188002
1678188301,Clouds,"few clouds",NULL,1678172389,1678212769,277.02,10000,4.12,350,1678188302
1678188604,Clouds,"few clouds",NULL,1678172389,1678212769,277.06,10000,4.12,350,1678188603
1678188902,Clouds,"few clouds",NULL,1678172389,1678212769,277.13,10000,4.12,350,1678188902
1678189202,Clouds,"few clouds",NULL,1678172389,1678212769,277.13,10000,4.12,350,1678189202
1678189502,Clouds,"scattered clouds",NULL,1678172389,1678212769,277.44,10000,4.12,350,1678189503
1678189802,Clouds,"scattered clouds",NULL,1678172389,1678212769,277.64,10000,4.12,350,1678189803
1678190102,Clouds,"scattered clouds",NULL,1678172389,1678212769,277.82,10000,4.12,350,1678190102
1678190413,Clouds,"scattered clouds",NULL,1678172389,1678212769,277.82,10000,4.12,350,1678190405
1678190703,Clouds,"scattered clouds",NULL,1678172389,1678212769,277.83,10000,4.12,350,1678190702
1678191002,Clouds,"scattered clouds",NULL,1678172389,1678212769,277.83,10000,4.12,350,1678191003
1678191302,Clouds,"scattered clouds",NULL,1678172389,1678212769,277.83,10000,4.12,350,1678191303
1678191601,Clouds,"few clouds",NULL,1678172389,1678212769,277.75,10000,4.12,10,1678191602
1678191902,Clouds,"few clouds",NULL,1678172389,1678212769,277.75,10000,4.12,10,1678191902
1678192204,Clouds,"few clouds",NULL,1678172389,1678212769,277.75,10000,4.12,10,1678192203
1678192501,Clouds,"few clouds",NULL,1678172389,1678212769,278.2,10000,4.12,10,1678192502
1678192802,Clouds,"few clouds",NULL,1678172389,1678212769,278.2,10000,4.12,10,1678192802
1678193101,Clouds,"few clouds",NULL,1678172389,1678212769,278.21,10000,2.68,1,1678193102
1678193402,Clouds,"few clouds",NULL,1678172389,1678212769,277.98,10000,2.68,1,1678193402
1678193703,Clouds,"few clouds",NULL,1678172389,1678212769,277.92,10000,2.57,20,1678193703
1678194005,Clouds,"few clouds",NULL,1678172389,1678212769,277.92,10000,2.57,20,1678194004
1678194302,Clouds,"few clouds",NULL,1678172389,1678212769,278.16,10000,2.57,20,1678194302
1678194601,Clouds,"few clouds",NULL,1678172389,1678212769,278.37,10000,2.68,316,1678194602
1678194902,Clouds,"few clouds",NULL,1678172389,1678212769,278.37,10000,2.68,316,1678194902
1678195201,Clouds,"scattered clouds",NULL,1678172389,1678212769,278.38,10000,3.09,10,1678195202
1678195502,Clouds,"scattered clouds",NULL,1678172389,1678212769,278.45,10000,3.09,10,1678195502
1678195802,Clouds,"scattered clouds",NULL,1678172389,1678212769,278.45,10000,3.09,10,1678195803
1678196102,Clouds,"scattered clouds",NULL,1678172389,1678212769,278.9,10000,3.09,10,1678196103
1678196401,Clouds,"scattered clouds",NULL,1678172389,1678212769,278.85,10000,3.09,10,1678196402
1678196702,Clouds,"scattered clouds",NULL,1678172389,1678212769,278.71,10000,3.6,10,1678196702
1678197001,Clouds,"scattered clouds",NULL,1678172389,1678212769,278.64,10000,3.6,10,1678197003
1678197301,Clouds,"scattered clouds",NULL,1678172389,1678212769,278.61,10000,3.6,10,1678197302
1678197603,Clouds,"scattered clouds",NULL,1678172389,1678212769,278.51,10000,3.6,10,1678197603
1678197901,Clouds,"scattered clouds",NULL,1678172389,1678212769,278.3,10000,3.6,10,1678197902
1678198202,Clouds,"scattered clouds",NULL,1678172389,1678212769,278.3,10000,3.6,10,1678198202
1678198502,Clouds,"scattered clouds",NULL,1678172389,1678212769,278.39,10000,2.57,0,1678198503
1678198802,Clouds,"scattered clouds",NULL,1678172389,1678212769,278.77,10000,2.57,0,1678198802
1678199101,Clouds,"scattered clouds",NULL,1678172389,1678212769,278.77,10000,2.57,0,1678199102
1678199402,Clouds,"scattered clouds",NULL,1678172389,1678212769,278.77,10000,2.57,0,1678199402
1678199702,Clouds,"scattered clouds",NULL,1678172389,1678212769,278.75,10000,2.57,0,1678199703
1678200001,Clouds,"scattered clouds",NULL,1678172389,1678212769,278.75,10000,2.57,0,1678200002
1678200303,Clouds,"scattered clouds",NULL,1678172389,1678212769,278.72,10000,1.79,131,1678200303
